algorithm,dataset,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score,norm_calinski_harabasz_score
subkmeans,3spiral,-0.005282148,-0.004889775,0.349358974,0.361126043,237.8393044,0.888769366,0.529445266,0.942166724
subkmeans,aggregation,0.74307231,0.845409532,0.903553299,0.474715487,1291.816955,0.7002155,0.588160736,0.998168727
subkmeans,compound,0.559466543,0.709973926,0.84962406,0.418947528,656.3802454,0.911086918,0.523262438,0.974840209
subkmeans,D1,0.982117378,0.969084124,0.994,0.651385991,3027.624938,0.490233658,0.671035709,1
subkmeans,D2,0.578378452,0.605054391,0.813,0.510402627,2631.071818,0.721550923,0.580871577,0.965370152
subkmeans,D3,0.841073934,0.825844387,0.943,0.641475565,3570.07477,0.577088089,0.63407999,1
subkmeans,D4,0.503603108,0.402386734,0.855,0.501576706,1418.866351,0.802895572,0.554663296,0.878366242
subkmeans,D5,-0.000985972,-0.000711408,0.502,0.361217961,609.6096095,1.152609488,0.464552445,0.849816181
subkmeans,ecoli,0.501941105,0.584131015,0.81547619,0.24107554,143.3500677,1.3088132,0.433122957,0.933787688
subkmeans,elly2d10c13s,0.397768905,0.56715932,0.620886981,0.406252772,2765.046679,0.77073132,0.564738416,0.987964768
subkmeans,glass,0.165901899,0.292814838,0.542056075,0.379665414,88.04638928,0.950784637,0.512614248,0.904690617
subkmeans,ionosphere,0.177606855,0.13300819,0.712250712,0.29341541,115.0360226,1.535024204,0.394473551,0.576876741
subkmeans,s1,0.994962549,0.994657235,0.9976,0.711553279,22674.75684,0.365553588,0.73230374,1
subkmeans,s2,0.957723622,0.963724301,0.9798,0.626304502,13481.79928,0.465377125,0.682418187,1
subkmeans,sonar,0.010869155,0.008681682,0.5625,0.158398366,42.78606579,2.116142972,0.320909538,1
subkmeans,statlog,0.504036554,0.609846673,0.669264069,0.333155087,1426.074575,1.189900013,0.456641853,0.982857797
subkmeans,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
subkmeans,wdbc,0.730174903,0.622572478,0.927943761,0.384549488,364.0930516,1.136335291,0.468091317,1
subkmeans,wine,0.847096681,0.832908145,0.949438202,0.299708153,83.26428898,1.321049106,0.430839657,0.999711509
subkmeans,yeast,0.169931596,0.279574566,0.547169811,0.181043033,286.8754254,1.310625009,0.432783336,0.667709008
syncsom,2d10c,0.864613206,0.952183464,0.886622074,0.776737981,20247.67172,0.275186636,0.784198933,0.920223551
syncsom,2d20c,0.638509428,0.874731211,0.685563612,0.280156751,346.4615164,1.69329888,0.371291878,0.673155927
syncsom,2d4c,0.937964586,0.91378754,0.977983778,0.424394438,451.1966103,0.682322234,0.594416444,0.820792674
syncsom,3spiral,1,1,1,0.001370304,5.797144814,5.87156349,0.145527288,0.35310091
syncsom,aggregation,0.808943417,0.888231081,0.827411168,0.371507694,666.0819856,0.672829682,0.597789489,0.906096384
syncsom,compound,0.756775877,0.798817855,0.77443609,0.571420119,654.4059806,0.581335999,0.632376674,0.974389097
syncsom,D1,0.570571183,0.733203745,0.667,0.573877381,1451.144915,0.620104342,0.617244195,0.908346941
syncsom,D2,0.988063566,0.977903956,0.998,0.384234154,1321.388856,0.811270869,0.552098539,0.881045686
syncsom,D3,0.938578171,0.91863897,0.979,0.630190522,3296.392219,0.581855519,0.632168986,0.990256398
syncsom,D4,1,1,1,0.393561504,895.1474068,1.007259154,0.498191775,0.822728657
syncsom,D5,1,1,1,0.114302673,0.024791645,189.9448859,0.005237113,0.093439574
syncsom,ecoli,0.665639559,0.599746827,0.767857143,0.27380361,96.72210538,1.279945508,0.438606974,0.861240518
syncsom,elly2d10c13s,0.261695224,0.38994362,0.493919886,-0.022009072,193.0962736,2.672217021,0.27231506,0.65737201
syncsom,glass,0.238475306,0.363178174,0.537383178,0.321291807,37.04746244,1.062136814,0.484933877,0.73672239
syncsom,ionosphere,0.051520968,0.138600492,0.798076923,0.035706031,10.38872759,2.861844488,0.258943622,0.304856994
syncsom,s1,0.729441653,0.910572653,0.743,0.493396359,4394.777244,0.973725936,0.506655956,0.836429058
syncsom,s2,0.553771424,0.786293735,0.5918,0.033918612,852.1839293,2.514815002,0.284509995,0.709851005
syncsom,sonar,0.064454537,0.123292299,0.774038462,-0.039993567,5.673096668,2.568023948,0.280267177,0.535974604
syncsom,statlog,0.43971856,0.645777654,0.664935065,0.136255434,700.5645702,1.534680796,0.394526996,0.88688073
syncsom,unbalance,0.998793044,0.99111975,0.984307692,0.826681552,53018.25785,0.40230837,0.713109913,0.970792994
syncsom,wdbc,0.390507803,0.270996747,0.862917399,0.11970772,27.24234143,3.722533156,0.211750763,0.571858719
syncsom,wine,0.424162068,0.515881907,0.668539326,0.109561609,13.34968076,1.400484494,0.41658257,0.614137833
syncsom,yeast,0.105265707,0.214299124,0.458894879,0.040835419,131.1116626,1.647547924,0.377707988,0.576401887
ttsas,2d10c,0.956814368,0.9747616,0.966889632,0.798378265,31242.52823,0.270570906,0.787047771,0.960472689
ttsas,2d20c,0.935679464,0.951834389,0.98286091,0.474970018,3742.106624,0.603499924,0.623635826,0.94621323
ttsas,2d4c,0.867578849,0.829754014,0.993047509,0.126652819,188.7827471,2.585376722,0.278910719,0.704686665
ttsas,3spiral,1,1,1,0.001370304,5.797144814,5.87156349,0.145527288,0.35310091
ttsas,aggregation,0.818140474,0.883048225,0.953045685,-0.006587236,508.5942248,1.18969988,0.456683589,0.86864625
ttsas,compound,0.792169356,0.810203498,0.824561404,0.445662553,437.8265797,1.308946488,0.433097954,0.914244555
ttsas,D1,0.970173581,0.948997966,0.99,0.639316986,2793.653392,0.505300724,0.664319085,0.989973674
ttsas,D2,0.754269017,0.778342008,0.983,-0.065495862,675.2645792,1.149354236,0.465256021,0.798935661
ttsas,D3,0.779717995,0.753230464,0.926,0.574645,2227.944171,0.710783398,0.584527534,0.9424061
ttsas,D4,0.601506374,0.627175812,1,-0.446167859,105.6247495,1.4355134,0.410591048,0.566132564
ttsas,D5,0.577326326,0.601378531,1,0.011207611,315.2534394,0.904735389,0.525007309,0.762876436
ttsas,ecoli,0.604337597,0.549776402,0.782738095,-0.079716427,35.01101689,0.707439114,0.585672421,0.67724652
ttsas,elly2d10c13s,0.256062175,0.531101815,0.728183119,0.281025346,1891.77675,0.872259654,0.53411395,0.940694323
ttsas,glass,0.279755742,0.387896189,0.761682243,0.174941662,39.6699431,0.545834759,0.646899673,0.74978964
ttsas,ionosphere,0.001673172,0.019058146,1,0.025760327,27.42877904,0.209298353,0.826925793,0.409656498
ttsas,s1,0.91625518,0.964673457,0.9266,0.678283008,14925.42548,0.399161613,0.714713719,0.958307277
ttsas,s2,0.853116753,0.897070453,0.9492,0.341706218,4979.414996,0.784908611,0.560252774,0.895283484
ttsas,sonar,0.001673172,0.019058146,1,0.025760327,27.42877904,0.209298353,0.826925793,0.889548828
ttsas,statlog,0.477094701,0.609377663,0.582251082,0.236672707,573.8019379,1.192510252,0.456098209,0.859958854
ttsas,unbalance,0.999466309,0.990343097,0.999384615,0.813451691,42749.39145,0.528647044,0.654173247,0.951582053
ttsas,wdbc,0.595603706,0.446173718,0.936731107,0.159027484,36.00718761,0.969428871,0.50776142,0.616270472
ttsas,wine,0.485205702,0.607591346,0.966292135,0.128881684,24.42521146,1.1977346,0.455013995,0.7362919
ttsas,yeast,0.000231063,0.00946586,0.999326146,0.048024828,4843.112647,0.042280689,0.95943445,1
vade,2d10c,0.999239043,0.998861865,0.999665552,0.836120416,47441.59231,0.2290132,0.813660911,0.999236195
vade,2d20c,-1,-1,-1,-1,-1,-1,-1,-1
vade,2d4c,1,1,1,0.535662421,928.0450806,0.569469689,0.637157893,0.917267845
vade,3spiral,0.054054417,0.146788971,0.439102564,0.258467803,134.2960599,1.024456548,0.493959725,0.845002706
vade,aggregation,-1,-1,-1,-1,-1,-1,-1,-1
vade,compound,0.830891081,0.83748548,0.909774436,0.446416954,457.691835,1.615991853,0.382264187,0.920880274
vade,D1,0.973299825,0.959301918,0.991,0.649651795,3003.588506,0.492663716,0.669943263,0.999006332
vade,D2,0.997001505,0.993791616,0.999,0.471500313,1903.505068,0.893851568,0.528024486,0.925729684
vade,D3,0.955762908,0.933985708,0.985,0.624815924,3180.506605,0.584764445,0.631008604,0.985884506
vade,D4,0.568084913,0.464985084,0.877,0.495430645,1378.563341,0.809662206,0.552589316,0.87488435
vade,D5,0.095535951,0.14572745,0.655,0.268784032,328.5474755,1.183002837,0.458084608,0.768313451
vade,ecoli,0.68705187,0.635548401,0.75297619,0.394887013,147.1143299,1.311430173,0.43263258,0.938582749
vade,elly2d10c13s,0.417953835,0.558311139,0.565450644,0.19714112,1366.661831,1.274449193,0.439666889,0.900213615
vade,glass,0.260732165,0.389473882,0.457943925,0.472398626,129.9143492,1.164057286,0.462094976,0.981448649
vade,ionosphere,0.607506574,0.498359282,0.891737892,0.212583396,16.82182798,4.252587282,0.190382367,0.355516992
vade,s1,0.997438102,0.997064029,0.9988,0.711260423,22618.18732,0.365261188,0.732460579,0.999750953
vade,s2,0.972776972,0.974239962,0.9872,0.623049921,13194.78462,0.469425539,0.680538056,0.997737391
vade,sonar,-1,-1,-1,-1,-1,-1,-1,-1
vade,statlog,0.518482711,0.649713378,0.61991342,0.284524505,1056.343518,1.703892511,0.369837187,0.942317792
vade,unbalance,0.998769955,0.991195518,0.984307692,0.818052773,37195.20368,0.520336581,0.657749088,0.939162662
vade,wdbc,-1,-1,-1,-1,-1,-1,-1,-1
vade,wine,0.62484183,0.592816985,0.859550562,0.241553228,65.51599537,1.478949774,0.403396636,0.947229128
vade,yeast,0.161384757,0.232588254,0.508086253,0.115817101,142.9876596,2.010645187,0.332154717,0.586472951
xmeans,2d10c,0.688453123,0.774035557,1,0.584066873,6174.751109,0.562295356,0.640083833,0.810034402
xmeans,2d20c,0.667739737,0.852244205,0.997363217,0.479177187,3321.495218,0.600055174,0.624978448,0.932509132
xmeans,2d4c,0.563889624,0.737243063,0.997682503,0.557051967,1720.842468,0.682150852,0.594477005,1
xmeans,3spiral,-0.003012611,-0.003702122,0.384615385,0.345615527,248.5679504,0.890465819,0.528970156,0.94969052
xmeans,aggregation,0.811338603,0.879352952,0.903553299,0.517875325,1091.546526,0.568388744,0.637597027,0.974741733
xmeans,compound,0.717724805,0.758331471,0.739348371,0.605808476,776.4294615,0.547915722,0.646030004,1
xmeans,D1,0.982117378,0.969084124,0.994,0.651385991,3027.624938,0.490233658,0.671035709,1
xmeans,D2,0.201557662,0.523774537,0.999,0.392035846,3490.704634,0.732188449,0.577304393,1
xmeans,D3,0.766106188,0.768853017,0.971,0.617240603,3304.449862,0.721984708,0.58072525,0.990554644
xmeans,D4,0.056943484,0.314061529,1,0.403065056,3880.488621,0.708940158,0.585157997,1
xmeans,D5,-0.001379424,-0.001328791,0.506,0.375848078,887.7193755,0.82264082,0.548654452,0.899460283
xmeans,ecoli,0.163347264,0.421744881,0.875,0.183196597,60.83888271,1.020371347,0.494958514,0.776522271
xmeans,elly2d10c13s,0.362360032,0.580889346,0.683476395,0.393945447,3045.520195,0.759676635,0.56828623,1
xmeans,glass,0.078351625,0.236997817,0.803738318,0.209649251,40.02573094,0.671667432,0.59820511,0.751498777
xmeans,ionosphere,0.165373649,0.222990149,0.86039886,0.219017657,41.23586902,1.70403832,0.369817244,0.456254675
xmeans,s1,0.994521863,0.994148332,0.9974,0.711543026,22674.60949,0.365607022,0.732275086,0.999999352
xmeans,s2,0.956397699,0.962712918,0.9792,0.626268935,13480.91279,0.465216924,0.682492799,0.999993086
xmeans,sonar,0.038899334,0.121438947,0.721153846,0.119943556,19.79982113,1.853760789,0.350414794,0.810622096
xmeans,statlog,0.009175548,0.204028574,0.986580087,0.32059471,183.9225091,0.601242662,0.624514962,0.707006893
xmeans,unbalance,0.439731166,0.715028703,1,0.386870441,61714.93567,0.787602814,0.559408383,0.984347177
xmeans,wdbc,0.095035865,0.3005526,0.956063269,0.100524271,73.8607127,1.825996825,0.353857439,0.73335277
xmeans,wine,0.770656878,0.789296376,0.966292135,0.236930665,64.85898945,1.599725904,0.384655936,0.945030187
xmeans,yeast,0.05488382,0.224214637,0.579514825,0.144553136,116.1526745,1.205572629,0.453396994,0.562353506
