algorithm,dataset,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score,norm_calinski_harabasz_score
dbscan,aggregation,0.97202008,0.967055817,0.993654822,0.466528169,924.4107183,0.99899011,0.5002526,0.951636104
dbscan,compound,0.756775877,0.798817855,0.77443609,0.571420119,654.4059806,0.581335999,0.632376674,0.974389097
dbscan,D1,0.838695534,0.800381614,0.935,0.563221764,1055.63996,1.784978411,0.359069211,0.868715897
dbscan,D2,0.968479989,0.942485783,0.989,0.47331554,1291.899544,2.9198023,0.255114907,0.878283489
dbscan,D3,0.89289259,0.861692341,0.983,0.560270758,1310.326871,4.177944637,0.193126824,0.877599706
dbscan,D4,1,1,1,0.393561504,895.1474068,1.007259154,0.498191775,0.822728657
dbscan,D5,1,1,1,0.114302673,0.024791645,189.9448859,0.005237113,0.093439574
dbscan,ecoli,0.499861031,0.489589281,0.633928571,0.331863297,90.53989413,2.26261694,0.306502424,0.8491125
dbscan,elly2d10c13s,0.29030136,0.345796567,0.771101574,-0.117690543,88.95775287,0.456491517,0.686581411,0.562247345
dbscan,glass,0.252922094,0.378389531,0.490654206,0.489696947,83.1421673,1.561042836,0.390465941,0.893432544
dbscan,ionosphere,5.58E-05,0.00140023,1,0.008444455,3847.241745,0.030696884,0.970217351,1
dbscan,s1,0.942666578,0.95007353,0.9638,0.674096468,5198.379007,1.522060431,0.396501205,0.853166327
dbscan,s2,0.695491567,0.855927098,0.7536,0.497127581,2500.862646,1.639043315,0.378925194,0.822903509
dbscan,sonar,0.000371816,0.004401102,1,0.005445989,31.58645533,0.148292677,0.870858118,0.924307738
dbscan,statlog,0.461648758,0.578754885,0.89004329,-0.155517872,41.98743034,0.726817863,0.57909987,0.5119765
dbscan,unbalance,0.999965621,0.99908116,1,0.823003514,52860.19449,0.338549074,0.747077578,0.970526554
dbscan,wdbc,0.395380314,0.301505442,0.826010545,0.13198341,109.134695,2.407228361,0.293493683,0.798040434
dbscan,wine,0.374841175,0.467989303,0.724719101,0.000184747,21.60288778,2.631375223,0.275377767,0.710893095
dbscan,yeast,0.000249162,0.010018036,0.997304582,0.051831697,1813.475273,0.068562674,0.935836544,0.884320655
dcn,2d10c,0.997193025,0.996089163,0.998662207,0.836743207,47739.39091,0.229089876,0.813610151,0.999816889
dcn,2d20c,0.927841679,0.964065144,0.954515491,0.636842248,5441.127377,0.530998549,0.653168483,0.989242881
dcn,2d4c,0.962204716,0.932295621,0.98377752,0.527324686,876.565258,0.578163147,0.633648049,0.909626282
dcn,3spiral,0.040287005,0.078813664,0.442307692,0.253937233,126.9907746,1.392931544,0.417897454,0.835531376
dcn,aggregation,0.726057986,0.84221093,0.906091371,0.459896862,1248.022845,0.760328173,0.568075894,0.993371776
dcn,compound,0.494461846,0.706026762,0.79197995,0.421242176,552.1731748,1.034674164,0.491479185,0.948957948
dcn,D1,0.973297649,0.956562096,0.991,0.650942672,3022.991148,0.490832252,0.670766277,0.999809054
dcn,D2,0.964514742,0.942272202,0.988,0.477237471,1972.860603,0.88489183,0.530534423,0.930111741
dcn,D3,0.859326001,0.842142014,0.95,0.634838552,3428.658007,0.588291757,0.629607247,0.99506234
dcn,D4,0.577177899,0.473419431,0.88,0.494271716,1369.025884,0.811672679,0.551976089,0.874045512
dcn,D5,-0.000212584,-0.000154568,0.514,0.357570207,602.0065383,1.155679548,0.463890842,0.848159334
dcn,ecoli,0.384041181,0.521803643,0.779761905,0.16478108,121.152687,1.749380728,0.363718269,0.902708571
dcn,elly2d10c13s,0.435630794,0.588241394,0.642346209,0.401626446,2738.629291,0.78212299,0.5611285,0.986768943
dcn,glass,0.269619365,0.345902242,0.476635514,0.255554985,38.07108345,2.8110544,0.262394575,0.741924402
dcn,ionosphere,0.177606855,0.13300819,0.712250712,0.292160191,114.5987255,1.537817758,0.394039326,0.576423302
dcn,s1,0.994558775,0.9941549,0.9974,0.711203685,22612.31327,0.365312925,0.732432823,0.999725056
dcn,s2,0.930472799,0.944906355,0.9654,0.612581095,12668.82048,0.484671377,0.673549726,0.993460347
dcn,sonar,0.209215024,0.156401186,0.730769231,0.050487099,11.76336291,4.05314713,0.197896474,0.689658389
dcn,statlog,0.629559806,0.697743401,0.783982684,0.310168764,1313.923386,1.444425166,0.409094136,0.971791507
dcn,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
dcn,wdbc,0.735704482,0.658888336,0.92970123,0.387348481,358.1747574,1.124084189,0.470791132,0.997238946
dcn,wine,0.753781992,0.734496361,0.915730337,0.283837627,79.72960632,1.36743775,0.42239759,0.990190701
dcn,yeast,0.123741733,0.236174067,0.469002695,0.131266018,204.9191338,1.555136408,0.391368538,0.628387978
ddc,2d10c,0.901546689,0.941692899,0.942140468,0.745969533,22114.87485,0.288783696,0.775925396,0.928408979
ddc,2d20c,0.866035916,0.946424703,0.85629532,0.575993866,2898.090002,0.601867163,0.624271489,0.916837475
ddc,2d4c,0.893160132,0.900268189,0.926998841,0.48219392,494.4940656,0.876255073,0.532976574,0.833037545
ddc,3spiral,0.25604453,0.42263542,0.717948718,0.23114309,146.0368818,1.227042237,0.449026059,0.859209562
ddc,aggregation,0.786387419,0.864150406,0.856598985,0.534816133,1190.706447,0.54469784,0.6473758,0.986833252
ddc,compound,0.740208347,0.804147995,0.739348371,0.599657835,743.4556894,0.558573082,0.641612518,0.993498442
ddc,D1,0.967465643,0.951036565,0.989,0.650229561,3014.889899,0.492517403,0.670008938,0.999474518
ddc,D2,0.991004514,0.981374849,0.997,0.472693002,1919.585956,0.884816339,0.530555672,0.926759755
ddc,D3,0.949945508,0.92903503,0.983,0.628867278,3284.436609,0.580745301,0.632612983,0.989812527
ddc,D4,1,1,1,0.393561504,895.1474068,1.007259154,0.498191775,0.822728657
ddc,D5,0.557054819,0.576080663,0.931,0.202059352,279.150303,1.62671185,0.380704111,0.746874863
ddc,ecoli,0.673586585,0.620885307,0.75,0.413670535,182.0035288,1.151708283,0.464747014,0.97801141
ddc,elly2d10c13s,0.467720687,0.630426612,0.567596567,0.250015313,1186.528766,1.097609483,0.476733161,0.882622513
ddc,glass,0.240398464,0.356221354,0.448598131,0.475946801,132.0760627,1.15008718,0.46509742,0.984716242
ddc,ionosphere,0.172434018,0.123980164,0.709401709,0.290738282,111.4268305,1.569287697,0.389212933,0.573082506
ddc,s1,0.992952848,0.993404369,0.9966,0.709620687,22402.44131,0.366516182,0.731787895,0.998795379
ddc,s2,0.795099998,0.931602553,0.8574,0.590810722,8033.139654,0.471412806,0.679618932,0.945561969
ddc,sonar,0.084448445,0.065305324,0.649038462,0.101951371,20.85142117,3.054419896,0.246644409,0.823013686
ddc,statlog,0.61259088,0.680286822,0.796103896,0.300552211,1126.651326,1.30447914,0.433937536,0.951020319
ddc,unbalance,0.879943286,0.860722493,0.923076923,0.64048712,2055.166498,1.214797669,0.451508512,0.680820904
ddc,wdbc,0.73588238,0.646937499,0.92970123,0.377473269,344.9681464,1.142778589,0.466683775,0.990910455
ddc,wine,0.813793582,0.779398511,0.938202247,0.291008685,81.44556332,1.332761303,0.428676521,0.994863061
ddc,yeast,0.148254259,0.221389819,0.404312668,0.050377697,180.1317944,2.476370894,0.287656303,0.613351257
dec,2d10c,0.996665696,0.995281307,0.998327759,0.836848413,47833.68352,0.22935795,0.813432735,1
dec,2d20c,0.907187148,0.954458691,0.94528675,0.631974683,5310.836548,0.549083685,0.645542917,0.986456671
dec,2d4c,0.983557212,0.97756064,0.995365006,0.538569997,936.1351817,0.569209721,0.63726345,0.918430125
dec,3spiral,-0.000882427,-0.000769623,0.378205128,0.361765049,230.8746377,0.895601418,0.527537061,0.937100166
dec,aggregation,0.71148234,0.846840846,0.922588832,0.435003221,1100.443046,0.896027731,0.527418446,0.97587046
dec,compound,0.499206166,0.686976215,0.781954887,0.414538475,632.2279488,0.859439556,0.537796454,0.969226171
dec,D1,0.979168693,0.96516123,0.993,0.651163973,3024.85726,0.490954534,0.670711264,0.999885986
dec,D2,0.964560259,0.943753469,0.988,0.476709556,1968.448701,0.889234674,0.529314867,0.929837603
dec,D3,0.94133076,0.919395135,0.98,0.631452275,3333.05346,0.57888379,0.633358836,0.991607541
dec,D4,0.577177431,0.472119497,0.88,0.495214098,1374.449075,0.811102931,0.552149733,0.874523205
dec,D5,0.000164776,0.000120192,0.517,0.352755451,581.9368943,1.169402695,0.460956374,0.843683546
dec,ecoli,0.50253421,0.531896398,0.767857143,0.165193377,123.2649545,1.874373634,0.347901883,0.905897907
dec,elly2d10c13s,0.441164852,0.572622269,0.603004292,0.338380535,2065.693451,0.897411577,0.527033782,0.951646664
dec,glass,0.213880171,0.356619575,0.523364486,0.285047557,59.0062627,1.91592229,0.342944667,0.826420739
dec,ionosphere,0.182549703,0.138135869,0.715099715,0.292996616,113.7339604,1.542258255,0.393351068,0.575521586
dec,s1,0.988676595,0.990363857,0.9944,0.708417804,22285.0152,0.36797193,0.731009152,0.998271405
dec,s2,0.898349848,0.932570202,0.9452,0.589758306,11603.09404,0.522233989,0.656929228,0.984221168
dec,sonar,0.115569802,0.084093326,0.673076923,0.142456111,36.02884536,2.295446022,0.303449061,0.95698145
dec,statlog,0.629699639,0.701901828,0.764069264,0.211408527,1020.027851,2.032718999,0.329737111,0.937593494
dec,unbalance,0.999976887,0.999386244,0.999846154,0.832470501,73422.9319,0.359157645,0.735749825,0.999848658
dec,wdbc,0.742040914,0.652747698,0.931458699,0.38002038,350.4128158,1.139021376,0.467503509,0.993548195
dec,wine,0.914879596,0.89144761,0.971910112,0.300955061,83.25649806,1.310972649,0.432718233,0.999690961
dec,yeast,0.105786851,0.222221548,0.462264151,0.148450081,250.2791887,1.389495473,0.418498386,0.651745827
deepect,2d10c,0.27285116,0.500843849,0.355852843,0.450796515,2213.670276,1.11499434,0.472814504,0.714889409
deepect,2d20c,0.108101734,0.373226518,0.142386289,0.448799017,1361.306661,0.948656578,0.513174056,0.83003215
deepect,2d4c,0.728082535,0.741027419,0.826187717,0.405281075,425.6118383,1.070543617,0.482964953,0.812994461
deepect,3spiral,0.024799454,0.050096147,0.423076923,0.247612335,85.75645514,1.238190795,0.446789435,0.769308466
deepect,aggregation,0.423489394,0.574549177,0.562182741,0.43199664,574.5684259,1.06313397,0.484699498,0.88557442
deepect,compound,0.469104079,0.546622726,0.626566416,0.5020277,434.7409847,0.829084961,0.54672146,0.913187035
deepect,D1,0.570571183,0.733203745,0.667,0.573877381,1451.144915,0.620104342,0.617244195,0.908346941
deepect,D2,0.559598239,0.711886418,0.664,0.634391412,2540.4394,0.485520831,0.673164576,0.961076785
deepect,D3,0.563330259,0.705799132,0.667,0.548788658,1516.636452,0.503659209,0.665044309,0.895447501
deepect,D4,0.553096444,0.467406614,0.872,0.474254671,1226.998255,0.830743259,0.546226236,0.860812597
deepect,D5,0.054099755,0.066444577,0.617,0.266270494,355.4565719,1.179800403,0.458757599,0.778679517
deepect,ecoli,0.472551991,0.48417602,0.62797619,0.322924159,150.2672431,1.281621989,0.438284696,0.942506798
deepect,elly2d10c13s,0.139706845,0.356588917,0.30472103,0.388610685,1408.276116,1.08232307,0.480232878,0.90394731
deepect,glass,0.200033387,0.292507062,0.439252336,0.507480851,136.2647962,1.083453959,0.479972209,0.99090054
deepect,ionosphere,0.17733479,0.128835559,0.712250712,0.290497392,111.3910698,1.568077195,0.389396394,0.573044311
deepect,s1,0.127375542,0.385044277,0.1408,0.386084314,3268.303602,1.126896509,0.470168622,0.806916028
deepect,s2,0.127689726,0.38647806,0.1418,0.400673828,3747.291369,1.055757308,0.486438743,0.865402336
deepect,sonar,0.191749211,0.143674092,0.721153846,0.050955632,11.59803903,4.087092742,0.196575933,0.686479816
deepect,statlog,0.236641992,0.419840666,0.285714286,0.346539941,1587.246367,1.154815611,0.464076831,0.997326213
deepect,unbalance,0.123860284,0.32234726,0.323076923,0.815058943,14416.42006,0.516574619,0.659380678,0.854587331
deepect,wdbc,0.772953709,0.701695894,0.940246046,0.38137565,353.7413662,1.128063015,0.469910897,0.995140756
deepect,wine,0.457688861,0.588538804,0.646067416,0.296758441,76.02444502,1.242641478,0.445902749,0.979758109
deepect,yeast,0.125373818,0.171083473,0.373315364,0.317893082,303.3143168,1.704696066,0.36972731,0.674231285
diana,2d10c,0.961585947,0.965756602,0.965217391,0.737389999,30650.99967,0.53952463,0.649551154,0.958698879
diana,2d20c,0.67833838,0.860443604,0.72181938,0.400690979,2264.736524,0.776461855,0.562916675,0.888501393
diana,2d4c,0.75358346,0.757558806,0.872537659,0.467532616,528.0984818,0.811434627,0.552048628,0.841826278
diana,3spiral,-0.003174145,-0.003161999,0.362179487,0.315365549,179.8772612,0.910569309,0.5234042,0.894604734
diana,aggregation,0.676492864,0.771455381,0.851522843,0.419251007,1081.478609,0.821175572,0.549095878,0.973453259
diana,compound,0.726747521,0.714157724,0.84962406,0.459332015,514.0751391,0.87100942,0.534470853,0.938259153
diana,D1,0.973109163,0.953451037,0.991,0.648134088,2968.923787,0.494761114,0.669003221,0.997559205
diana,D2,0.604554606,0.595986378,0.832,0.504787157,2512.744764,0.718266083,0.58198204,0.959734284
diana,D3,0.861248046,0.839278934,0.951,0.634534157,3428.112127,0.574792745,0.635004195,0.995042888
diana,D4,0.333431777,0.266769342,0.789,0.464516642,1207.627408,0.843426032,0.542468199,0.858890213
diana,D5,-0.000901868,-0.000650772,0.505,0.360789872,608.7556439,1.153295564,0.46440443,0.849631116
diana,ecoli,0.469565772,0.597320722,0.785714286,0.27576945,137.1410584,1.088662297,0.478775339,0.92560029
diana,elly2d10c13s,0.354209716,0.51853316,0.586909871,0.353956757,2228.415045,0.818423431,0.549926922,0.961089844
diana,glass,0.207428412,0.281755877,0.476635514,0.506720703,51.66800453,0.795001021,0.557102747,0.800657107
diana,ionosphere,0.004472757,0.003176941,0.643874644,0.41449633,4.098272898,0.450653386,0.689344546,0.219002702
diana,s1,0.779709221,0.907201156,0.79,0.538176435,7684.939381,0.670790596,0.59851905,0.892132073
diana,s2,0.797093165,0.884002248,0.8598,0.501277948,7553.810001,0.649962058,0.606074543,0.939093781
diana,sonar,-0.004343925,0.001665961,0.533653846,0.234286202,36.63030274,1.853174013,0.35048686,0.961108877
diana,statlog,0.315638766,0.58396806,0.52987013,0.277231575,855.7998977,1.257971082,0.442875468,0.913891903
diana,unbalance,0.127403245,0.408411724,0.368923077,0.771704802,3795.941769,0.648464037,0.606625306,0.735536712
diana,wdbc,0.611572532,0.543601633,0.892794376,0.39738013,351.7183636,1.110877011,0.473736743,0.994174626
diana,wine,0.786550003,0.760742325,0.926966292,0.294221208,81.65178894,1.334592955,0.428340194,0.995418112
diana,yeast,0.094013794,0.195441395,0.42115903,0.175717906,216.694132,1.284532197,0.437726376,0.634910229
dipdeck,2d10c,0.997421868,0.99610787,0.998662207,0.836875063,47829.95515,0.229293925,0.813475101,0.999992767
dipdeck,2d20c,0.939195308,0.970459707,0.950560316,0.64858631,5393.102285,0.515431533,0.659878047,0.988223724
dipdeck,2d4c,0.966442209,0.943986402,0.987253766,0.532139172,905.3022604,0.574137191,0.635268645,0.913945475
dipdeck,3spiral,0.03607438,0.072354577,0.435897436,0.230309605,104.6622694,1.528659267,0.395466488,0.802852207
dipdeck,aggregation,0.811322981,0.878947318,0.901015228,0.517428427,1082.60601,0.604903918,0.62309026,0.973598136
dipdeck,compound,0.727947105,0.772687738,0.739348371,0.605399514,773.4424436,0.553104298,0.643871761,0.999422494
dipdeck,D1,0.979168693,0.96516123,0.993,0.651163973,3024.85726,0.490954534,0.670711264,0.999885986
dipdeck,D2,0.988033163,0.97769742,0.996,0.469788549,1885.563923,0.898907657,0.526618552,0.924570143
dipdeck,D3,0.938453435,0.915820016,0.979,0.632089274,3349.886211,0.579270665,0.633203682,0.992222941
dipdeck,D4,0.580223805,0.473144512,0.881,0.498408915,1393.378684,0.807914471,0.553123511,0.876175965
dipdeck,D5,0.000171059,0.000125865,0.517,0.354054144,591.1137942,1.15608781,0.463803003,0.845748897
dipdeck,ecoli,0.607422267,0.589114646,0.729166667,0.405090037,197.6924938,0.909926471,0.523580366,0.99335661
dipdeck,elly2d10c13s,-1,-1,-1,-1,-1,-1,-1,-1
dipdeck,glass,0.243500017,0.370028305,0.485981308,0.505854586,92.88983412,1.485011246,0.402412666,0.915222788
dipdeck,ionosphere,0.182295687,0.13380914,0.715099715,0.290605038,111.5153832,1.566226855,0.389677163,0.573177035
dipdeck,s1,0.996989607,0.996553667,0.9986,0.710888397,22553.15225,0.365409632,0.732380947,0.999463865
dipdeck,s2,0.953559591,0.962245287,0.9778,0.624905764,13417.37138,0.466269682,0.682002781,0.999496319
dipdeck,sonar,0.006411491,0.005799555,0.552884615,0.151473856,41.52873779,2.136463343,0.318830444,0.992510134
dipdeck,statlog,0.582634156,0.737341128,0.693073593,0.309908154,1459.830084,1.409439177,0.415034341,0.98601877
dipdeck,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
dipdeck,wdbc,-1,-1,-1,-1,-1,-1,-1,-1
dipdeck,wine,0.830784965,0.796529281,0.943820225,0.290914049,80.78783196,1.337719273,0.427767359,0.993083587
dipdeck,yeast,0.011631776,0.048604021,0.319407008,0.59351347,140.3874588,0.61309064,0.619927966,0.584340345
dipencoder,2d10c,0.997949905,0.996916028,0.998996656,0.836923843,47795.49341,0.228909263,0.813729728,0.99992588
dipencoder,2d20c,0.928225678,0.96213029,0.954515491,0.629094386,5360.213839,0.556476382,0.642476822,0.987520541
dipencoder,2d4c,0.987652819,0.982284316,0.996523754,0.538060489,935.3738952,0.568770657,0.637441806,0.918321182
dipencoder,3spiral,0.008553477,0.009217071,0.394230769,0.326667348,186.8280408,1.018284989,0.495470167,0.901052886
dipencoder,aggregation,0.77991389,0.893206226,0.955583756,0.446017629,1195.273234,0.838843292,0.543820131,0.987365622
dipencoder,compound,0.532166123,0.653621673,0.80952381,0.324387476,434.7812875,1.134304238,0.468536763,0.913200896
dipencoder,D1,0.976228648,0.960706744,0.992,0.650974513,3023.222755,0.490996999,0.670692161,0.999818604
dipencoder,D2,0.997001505,0.993791616,0.999,0.471500313,1903.505068,0.893851568,0.528024486,0.925729684
dipencoder,D3,0.932730289,0.902795742,0.977,0.629528035,3314.252513,0.579587701,0.633076593,0.990916501
dipencoder,D4,0.601778815,0.498366588,0.888,0.49206865,1338.867141,0.816567355,0.550488809,0.871354063
dipencoder,D5,0.006467673,0.005131045,0.543,0.321319232,484.058685,1.221979819,0.450049092,0.81938367
dipencoder,ecoli,0.294377789,0.376835442,0.669642857,0.024220098,45.52793164,3.566519184,0.218985174,0.72415058
dipencoder,elly2d10c13s,0.390278729,0.544484401,0.608726753,0.250418361,1975.049763,0.948461252,0.5132255,0.94605859
dipencoder,glass,0.223159375,0.313196021,0.542056075,-0.06377431,40.44218577,3.53019303,0.220741146,0.753481061
dipencoder,ionosphere,0.136023144,0.093731591,0.686609687,0.293246025,112.7392951,1.559513944,0.39069918,0.574476051
dipencoder,s1,0.994455611,0.993970025,0.9974,0.711257815,22631.11105,0.364901834,0.732653423,0.999807904
dipencoder,s2,0.931143488,0.950719584,0.9654,0.616829771,13039.75029,0.471230141,0.679703312,0.996494659
dipencoder,sonar,0.102562917,0.076177732,0.663461538,0.072865318,15.26734878,3.550470564,0.219757492,0.749314703
dipencoder,statlog,0.498511615,0.602865545,0.667099567,0.2908132,1276.831246,1.403890142,0.415992388,0.967922896
dipencoder,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
dipencoder,wdbc,0.485960296,0.453647309,0.848857645,0.285422466,279.805357,1.27931524,0.438728256,0.95567069
dipencoder,wine,0.711570289,0.712506272,0.898876404,0.280198074,79.02429933,1.377606899,0.420590973,0.988241715
dipencoder,yeast,0.123263525,0.19217873,0.441374663,0.001644952,120.4935862,2.970582336,0.251852226,0.566605474
dipInit,2d10c,0.95574594,0.973891155,0.966889632,0.760500867,27965.89907,0.261722828,0.792567098,0.950191348
dipInit,2d20c,0.906352804,0.951145615,0.950560316,0.615164596,5273.95569,0.574247435,0.635224157,0.985655576
dipInit,2d4c,0.559061106,0.693545202,0.881807648,0.264561412,357.4939433,2.117268635,0.320793655,0.789708792
dipInit,3spiral,-0.005320957,-0.004897573,0.349358974,0.360969755,237.3683775,0.88716596,0.529895103,0.941828808
dipInit,aggregation,0.76979837,0.885510617,0.944162437,0.448478014,1235.194841,0.829447397,0.546613147,0.991934813
dipInit,compound,0.535558166,0.698058383,0.832080201,0.290176438,440.1607509,1.40939165,0.415042527,0.915039624
dipInit,D1,0.955902159,0.934838594,0.985,0.644153368,2916.873507,0.496737234,0.668119946,0.99535427
dipInit,D2,0.991031568,0.982644504,0.997,0.468199003,1857.169788,0.900279942,0.526238255,0.922712307
dipInit,D3,0.774265223,0.77060196,0.916,0.616801791,3015.338616,0.613359274,0.619824745,0.979370073
dipInit,D4,0.503603108,0.402386734,0.855,0.501576706,1418.866351,0.802895572,0.554663296,0.878366242
dipInit,D5,-0.000965771,-0.000697011,0.503,0.348332132,553.573117,1.203009407,0.453924526,0.837088468
dipInit,ecoli,0.481945713,0.576972498,0.818452381,0.195968737,132.6927839,1.626253919,0.380770493,0.919506801
dipInit,elly2d10c13s,0.186416218,0.337991706,0.454577969,0.14018021,715.9374983,2.30902542,0.302203783,0.819784851
dipInit,glass,0.163130682,0.275781903,0.514018692,0.287453979,51.97207274,2.032777305,0.329730771,0.801792861
dipInit,ionosphere,0.090300367,0.068460741,0.653846154,0.138026998,34.50570438,2.357376737,0.29785159,0.435759342
dipInit,s1,0.916779227,0.967921915,0.9322,0.667349393,14231.98629,0.439405292,0.694731363,0.953564312
dipInit,s2,0.919125702,0.93395766,0.9612,0.610261175,12298.7845,0.477995513,0.67659204,0.990343515
dipInit,sonar,0.090300367,0.068460741,0.653846154,0.138026998,34.50570438,2.357376737,0.29785159,0.946229863
dipInit,statlog,0.5350832,0.685492963,0.680952381,0.235311937,1042.115402,1.87827839,0.347429909,0.940486462
dipInit,unbalance,0.739460118,0.847122156,0.968461538,0.571947228,29067.12014,0.747693423,0.572182733,0.917159858
dipInit,wdbc,0.7731007,0.687955709,0.940246046,0.383167829,359.0091264,1.134403695,0.468514931,0.997630939
dipInit,wine,0.82238298,0.812719832,0.938202247,0.295591617,81.36293531,1.311215928,0.432672684,0.994640286
dipInit,yeast,0.151424732,0.252301798,0.539757412,0.116231595,131.7350819,2.213184922,0.311217693,0.576952517
dipMeans,2d10c,0.996665696,0.995281307,0.998327759,0.836848413,47833.68352,0.22935795,0.813432735,1
dipMeans,2d20c,0.966586392,0.972722615,0.972313777,0.649974502,5597.900397,0.492355095,0.670081808,0.99250831
dipMeans,2d4c,0.683241449,0.781623884,0.899188876,0.531900026,1017.752006,0.639253772,0.610033673,0.929624933
dipMeans,3spiral,0.126088226,0.447675082,0.980769231,0.469526494,333.7435306,0.624004152,0.615761973,1
dipMeans,aggregation,0.808531504,0.876516736,0.902284264,0.517020744,1091.56985,0.570091815,0.636905428,0.974744705
dipMeans,compound,0.763590146,0.806157054,0.832080201,0.546232152,585.5773897,0.701811054,0.587609299,0.957749939
dipMeans,D1,0.982117378,0.969084124,0.994,0.651385991,3027.624938,0.490233658,0.671035709,1
dipMeans,D2,0.641956181,0.696871838,0.949,0.511405197,2106.182143,0.668668574,0.599280178,0.938119189
dipMeans,D3,0.840956152,0.825056596,0.943,0.641449044,3569.878425,0.57713124,0.634062642,0.999993281
dipMeans,D4,0.343602191,0.541265243,0.995,0.498781634,1539.402432,0.684230169,0.593743075,0.888219049
dipMeans,D5,0.194513881,0.448947068,0.999,0.460025754,989.6361443,0.746488464,0.572577501,0.913824581
dipMeans,ecoli,0.695680447,0.653264332,0.764880952,0.427033895,204.8931655,0.862919666,0.5367918,1
dipMeans,elly2d10c13s,0.385636166,0.559787733,0.587625179,0.412097318,2761.667231,0.753355786,0.570334902,0.98781243
dipMeans,glass,0.245596704,0.381432583,0.514018692,0.497975476,58.69063733,0.864030046,0.536472039,0.82537799
dipMeans,ionosphere,0.177606855,0.13300819,0.712250712,0.29341541,115.0360226,1.535024204,0.394473551,0.576876741
dipMeans,s1,0.994962549,0.994657235,0.9976,0.711553279,22674.75684,0.365553588,0.73230374,1
dipMeans,s2,0.957723622,0.963724301,0.9798,0.626304502,13481.79928,0.465377125,0.682418187,1
dipMeans,sonar,-1,-1,-1,-1,-1,-1,-1,-1
dipMeans,statlog,0.564870269,0.671436242,0.867532468,0.323798106,797.31778,1.151545187,0.464782244,0.904337796
dipMeans,unbalance,1,1,1,0.832545741,73547.5586,0.357810166,0.736479977,1
dipMeans,wdbc,-1,-1,-1,-1,-1,-1,-1,-1
dipMeans,wine,0.868542549,0.851373971,0.95505618,0.301346327,83.37374751,1.305317989,0.433779637,1
dipMeans,yeast,-1,-1,-1,-1,-1,-1,-1,-1
dipNSub,2d10c,0.753801201,0.863993897,0.80367893,0.486384671,1007.588022,1.673479297,0.374044415,0.641945171
dipNSub,2d20c,0.393642936,0.675119449,0.42649967,0.133239967,365.2917072,2.364070017,0.297258974,0.679208216
dipNSub,2d4c,0.81567989,0.748967327,0.870220162,0.42414247,337.2991861,1.282858015,0.438047392,0.781950184
dipNSub,3spiral,-0.003717542,-0.003266836,0.342948718,0.33246097,162.2858585,1.236796339,0.447067971,0.877115388
dipNSub,aggregation,0.326341297,0.510996212,0.51142132,0.307146427,246.2909851,2.372692296,0.296499032,0.768211058
dipNSub,compound,0.436616736,0.585317743,0.626566416,0.4888052,381.7561004,0.78615076,0.559863155,0.89375971
dipNSub,D1,0.570571183,0.733203745,0.667,0.573877381,1451.144915,0.620104342,0.617244195,0.908346941
dipNSub,D2,0.970421526,0.953400113,0.99,0.452042236,1511.743065,0.958582392,0.510573364,0.897518175
dipNSub,D3,0.557675456,0.690039314,0.667,0.55271737,1549.325564,0.504084383,0.664856315,0.898050748
dipNSub,D4,0.506477498,0.466687604,0.856,0.462607912,1160.105165,0.830562195,0.546280265,0.854040491
dipNSub,D5,0.276509834,0.296031855,0.804,0.156414367,249.5302086,1.508089307,0.398709885,0.732129614
dipNSub,ecoli,0.686774869,0.637522307,0.755952381,0.408899009,185.0262123,1.091030344,0.478233137,0.981067154
dipNSub,elly2d10c13s,0.139760939,0.353171151,0.30472103,0.389685759,1415.240645,1.079394316,0.480909269,0.904561398
dipNSub,glass,0.17207352,0.228817008,0.434579439,0.528556747,138.1998306,1.013807001,0.496571916,0.993694446
dipNSub,ionosphere,0.135428828,0.094287419,0.692307692,0.069876578,16.09027708,4.238677129,0.190887886,0.3507151
dipNSub,s1,0.431576657,0.646806769,0.5246,0.099629704,856.2734214,3.124185762,0.242472104,0.673532579
dipNSub,s2,0.363550936,0.601267488,0.456,0.021903227,597.1486924,8.817509984,0.101858822,0.672557111
dipNSub,sonar,0.135428828,0.094287419,0.692307692,0.069876578,16.09027708,4.238677129,0.190887886,0.761560498
dipNSub,statlog,0.480704655,0.623146123,0.837229437,0.157303304,606.0882825,1.644274538,0.378175558,0.867340532
dipNSub,unbalance,0.987057424,0.951204316,0.938,0.815428713,14093.97242,0.410138249,0.709150327,0.852568946
dipNSub,wdbc,0.36192655,0.380400524,0.801405975,0.197946866,173.2332848,1.569723277,0.38914696,0.875184917
dipNSub,wine,0.848287,0.81854426,0.949438202,0.287760949,78.44804769,1.359055064,0.423898541,0.986636716
dipNSub,yeast,0.003926344,0.023778425,0.372641509,-0.087481191,5.929865518,9.686878283,0.093572695,0.244014022
dkm,2d10c,0.996665696,0.995281307,0.998327759,0.836848413,47833.68352,0.22935795,0.813432735,1
dkm,2d20c,0.945416259,0.96297067,0.966381015,0.636859134,5587.030225,0.534690958,0.651596984,0.992284862
