significance,similarity_matrix,n_neighbors,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
0.05,NAM,15,0.5451362943944098,0.6902484485136358,0.66,0.6354465192425979,0.9954594029871014,0.6748265992314536
0.05,NAM,20,0.5451362943944098,0.6902484485136358,0.66,0.638333866410876,1.0,0.6765484875767078
0.05,SAM,3,0.27339303735187476,0.5251821286032519,0.937,0.27707563233274657,0.8823625623838266,0.1413980458538768
0.05,SAM,5,0.8613826902302282,0.8441231846514953,0.952,0.48516298275457304,0.9756729308456399,0.5545525656840488
0.05,SAM,10,0.4966126135933582,0.6751851647559813,0.951,0.41983490216128266,0.952933540783807,0.5848296688577027
0.05,SAM,15,0.8256416404941324,0.8366111136493298,0.967,0.414972664554826,0.947557652580663,0.5459830826248863
0.05,SAM,20,,,,,,
0.1,NAM,3,0.9820187235766992,0.9670102119428245,0.994,0.4707092024214771,0.9621225879946937,0.5235664605615515
0.1,NAM,5,0.9820365963228876,0.9665414701114442,0.994,0.4716508373777069,0.9622619679967498,0.5240091525965088
0.1,NAM,10,0.5451362943944098,0.6902484485136358,0.66,0.638333866410876,1.0,0.6765484875767078
0.1,NAM,15,0.5451362943944098,0.6902484485136358,0.66,0.6354465192425979,0.9954594029871014,0.6748265992314536
0.1,NAM,20,0.5451362943944098,0.6902484485136358,0.66,0.638333866410876,1.0,0.6765484875767078
0.1,SAM,3,0.3869097912063557,0.5464724274265765,0.848,0.3450121487833927,0.8906524868731545,0.4250852744947013
0.1,SAM,5,0.5173926011343419,0.6745512170542418,0.957,0.45890241860653475,0.993595085419197,0.5953440433631171
0.1,SAM,10,0.4169144543824724,0.6352733033226016,0.967,0.36777470757947744,0.9734487758202495,0.5694885129748924
0.1,SAM,15,0.9139382923655486,0.902759219813561,0.97,0.45598851474667285,0.9508268227726776,0.5076857690466859
0.1,SAM,20,0.6870837814689126,0.7595526738612957,0.971,0.3759566222053841,0.9391713766144895,0.5308302907870845
0.5,NAM,3,0.9880195451764239,0.9751705813643753,0.996,0.468986367591966,0.9494298528571048,0.5295995399232318
0.5,NAM,5,0.9820365963228876,0.9665414701114442,0.994,0.4716508373777069,0.9622619679967498,0.5240091525965088
0.5,NAM,10,0.5451362943944098,0.6902484485136358,0.66,0.638333866410876,1.0,0.6765484875767078
0.5,NAM,15,0.535853063942009,0.6598586331367049,0.657,0.26258711950185426,0.7692344809872728,0.47908975627536854
0.5,NAM,20,0.5451362943944098,0.6902484485136358,0.66,0.638333866410876,1.0,0.6765484875767078
0.5,SAM,3,0.08248222148277679,0.08834084661112929,0.461,0.08147946560793207,0.39121314887354963,0.1567699015731805
0.5,SAM,5,0.2703115866128937,0.5398688283930939,0.938,0.27805259540419114,0.9349614530170081,0.4536997891647696
0.5,SAM,10,0.33030115121745635,0.5969707492489831,0.968,0.36790582340203004,0.9900748522196525,0.5827300267952948
0.5,SAM,15,0.5970397674281329,0.7141885886487612,0.951,0.40139826324596095,0.9571994321538293,0.5446800177489988
0.5,SAM,20,0.8082977915190549,0.8322725858506855,0.974,0.41129331240552874,0.9337768068253993,0.527550093638909
